,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Date
0,22.524894207011993,19.774025430413598,18.96879483960369,18.884085709944447,18.14480606939302,23.226524405281204,15.59563055869201,24.944604844694418,16.84844339927185,17.580439047767072,17.22484351285564,17.892727395305425,17.16502456171744,16.382124388258678,15.681773228447689,14.82367783139618,15.550188097761607,17.66347918765426,15.326243232189254,13.806133985953185,15.884036875651518,2020-01-01
1,24.22453877757396,18.244593947625553,17.39538623493694,16.388993105318697,20.17319567811614,20.732449060006793,21.487563832572963,21.93084713216264,15.230992832941753,14.605494879983931,15.016211234362636,17.05601368992507,18.235122495458278,16.8614893205559,13.271625420289562,16.332666984155956,14.707293345984747,15.900395968222956,13.549553349102904,12.858610103819606,15.847478464069773,2020-01-02
2,22.866647217375668,19.45610770988415,18.17383712432083,16.363458632125905,22.704079535494415,20.444935774144813,20.250429298442324,24.78589671064399,19.00504415437865,12.510945521283341,14.984234755945101,15.399522933956803,13.723851727256372,16.207637764932795,15.984917032439396,16.695601463120827,16.46452142735557,15.502921700142878,13.58366937642914,13.360380534723538,12.117517551519457,2020-01-03
3,23.257066164675784,20.699662424683243,17.087527645653164,19.11660423251341,19.952002132796093,22.36776064517572,15.368993321063215,25.190723825646142,16.174505663300977,15.958732556820546,16.982839258069582,18.874769909551947,14.980557999318874,13.727525693882237,14.941671104062069,15.623158696334473,14.846482480431181,15.845714258406916,13.911166142252076,15.004684230047314,13.638579020208239,2020-01-04
4,22.839789714223357,19.80409431097447,17.317198027153168,22.753822687353335,18.56253757142375,18.13681415084759,17.886328293237696,19.003300186338898,14.691842644165055,17.947275127191496,16.96138717700779,16.71416515107908,11.506368598450035,14.746551036803842,12.992404778110558,13.842682888053508,14.518446071673145,16.518663993265687,13.46948508380439,13.503234643852585,16.928376539022295,2020-01-05
5,28.061259847100082,19.534695123502225,21.536815538329268,21.58979094058489,19.169920558882975,23.35670933448008,19.497416237594024,25.711642300424163,12.265666794669908,16.187549397009544,13.442913135399591,16.39701527424232,16.02418992338508,13.236342223865822,15.304390674851613,17.97764037804822,15.637900357939296,17.706360325329232,15.152711816768894,12.465558667271587,17.12938984945667,2020-01-06
6,22.674801696064524,16.702539194231036,22.31707893380093,19.724198951596026,20.942337815856106,24.12670531285441,17.364064105891327,24.15039756257964,15.365780380135929,14.257914226535878,15.928236006502907,15.957708348410186,12.674022483536122,14.525961414663529,15.809837638368192,16.94373040991346,14.947739163899234,15.375293337202686,16.252653381310797,14.97592879289663,13.715067102025035,2020-01-07
7,22.150171310325998,18.271616821962223,20.635433465280197,18.215544181451623,20.158168517753925,19.719693598844312,14.844641035030783,23.588464992739457,17.118018493660202,15.28439191945211,11.937066269845822,17.71197437623821,14.312418707818512,13.71405300639324,13.525936010301034,14.057175048949945,15.356850662931862,18.058955950976802,14.960904981298263,14.396316448965122,12.909073814968183,2020-01-08
8,24.17361436096806,19.11651977309173,22.140819019603477,16.05778323734731,17.2100969015735,23.231964412811404,16.24302047141294,23.344956766006835,15.635355474524278,17.849575978172354,14.163306667664406,15.462793615184697,15.71588535093871,13.918009686259287,14.03434673119012,15.946225935096633,15.50087619969356,15.695614135500806,13.95824482687698,12.712342689801835,14.023821274058605,2020-01-09
9,24.783824893104406,18.966624687084455,22.57241022370026,16.588547384451477,16.602033677328762,21.681000418885564,18.646129883580734,22.058924356305397,18.870256607184473,14.387308210093426,15.504027273379853,15.555061433428019,15.983398966410222,12.996331217259637,12.33688680636237,13.391716243739213,15.826222148466144,17.60972411743224,15.792678963540517,15.565009827310195,13.56133264517098,2020-01-10
10,22.056820733618256,19.904384168195698,19.62162271944444,18.287922862162013,18.882677436556765,20.75608606599242,15.008062542776376,23.660200159898643,16.444080757689328,16.450008099354914,16.58616777429629,15.283274893759831,13.830228377118935,15.36535589118479,13.819402823087978,18.088837538588038,15.88576254334367,16.216612866001423,15.24062222589116,14.898608604249661,12.694560412740177,2020-01-11
11,24.590229003151503,20.06893980338816,17.904561841341916,20.25901348044434,19.414028933852716,23.80642227772174,18.04596810993061,21.46745998157307,18.061531324019423,15.779798817775076,15.984770601305733,14.04711959124001,16.49100819830931,16.371776946868525,15.671878329728438,13.404606455611358,14.372193081376416,16.773606778799714,15.478664840885768,17.292483532008486,13.253390262375083,2020-01-12
12,19.590824510914658,18.461942888729503,20.167259224922,19.90485943860743,18.295101609480568,23.936622436334392,14.458377775885383,18.881573893051126,16.174505663300977,13.671909852588545,14.32856641966492,18.768994206548776,17.09812597839798,16.01114124938387,16.35195117899774,15.82848420467409,14.355832428328704,16.546074967097773,12.83313681972563,14.717298270947527,16.274685408131184,2020-01-13
13,25.224090612072832,15.793103518043086,18.131078570898904,19.63779959835925,18.12328025529699,21.303245805448434,17.277309179288665,24.282008415858822,15.904930568912627,14.49103400638916,15.74491508042754,17.66290460223939,14.798497056706717,14.256658535846995,18.010722633938713,15.5449983827369,14.93463858962361,18.0551169558498,11.8904634876428,14.083284744101734,11.80520838064125,2020-01-14
14,21.67288404421611,18.32711956437261,22.056559028643434,19.171770633754587,19.215589142147778,24.304304156262624,16.84109989428251,25.56259853470674,14.826630191359229,17.079358366416074,14.671685712579034,18.01393802097079,13.20090219341682,17.266685641898185,15.331485638777316,15.345534266765165,17.12767193490762,17.39885950586914,12.000089026595772,16.44623075480078,14.857172664105894,2020-01-15
15,24.563454479956523,16.370322653303102,21.479863996635956,15.639878682323895,19.671935422567635,22.93015523669275,16.37442963109043,21.886586337698603,18.061531324019423,13.311696738113401,13.474472770077703,12.935143897895962,17.231305634377666,17.16384055748443,13.450759393184422,16.839678502575268,16.51508061948863,14.918343544131208,14.075517686081,15.4232544075591,17.32708738409319,2020-01-16
16,26.14523041721366,17.779771891229608,20.06499833838331,17.913678333583327,18.024230991318557,21.56556986246517,18.03703142338182,23.94954946703286,17.38759358804855,18.33606047527908,15.290681696756023,14.32028375225863,14.275223757001662,17.693683024365775,14.004134544121007,15.419131974300832,14.142269412357608,15.547607119264114,14.289924320712538,14.370786517375826,14.415977130042746,2020-01-17
17,25.883761477235964,18.081701433371233,21.27154140887074,16.40098140562587,15.966031725231204,19.423241172454137,17.290823143966993,22.84877681733903,20.892069815097095,14.057698870783511,17.743675683920863,14.233380393443424,15.405889347931225,18.10040368525449,15.394582747495907,15.09678021104295,14.176314045964643,17.425961756291766,15.539730000422155,17.475775220565474,15.0635671504074,2020-01-18
18,30.38378147797067,16.880899686266222,19.60388354197852,14.567758223231026,21.715382053604156,23.429238138710428,16.831016477368696,21.5280619823085,18.331106418407774,16.720018214655454,14.643355052231337,15.322207889136156,15.649141841064504,16.948087404871714,14.428955465152475,18.719663717196116,14.569469742005886,16.617702039782017,16.35282851566471,15.747897518574291,17.02410564234302,2020-01-19
19,24.363889251406516,16.921519343646345,24.28567861883658,18.193350713230384,19.85268631295238,19.851971833461622,17.821318988398204,21.35145643506688,18.061531324019423,14.937802317910217,16.620752758105056,14.578126552218837,14.77481533695778,17.241676354284632,13.069145986286678,15.708574314991735,14.34436998236705,14.785019071472831,13.536217083961827,14.52956898513057,14.488021013140518,2020-01-20
20,22.438434802500396,16.50647669936226,24.590043886344315,19.01803389347013,17.36569386826125,23.04124482357978,18.085264447953655,22.00273322202878,20.622494720708747,15.94498524905406,15.502189037055157,16.062067537837123,15.95259658227509,17.29602625407722,14.446853888951534,14.574041702847248,15.648133462120716,14.892960713182676,14.831344694130678,16.81750144918771,15.156399707655655,2020-01-21
21,24.49624593356494,18.103505883579565,23.70095657105992,17.961986901924877,18.9629558733441,18.783857946893548,12.437455035346428,21.583111668297395,17.6571686824369,14.913323492048482,15.061591827621122,14.868890915532813,15.89169433781849,16.85226146342983,13.844390593026434,15.651025902863788,11.511763439674898,16.428672096951104,14.207241074476764,14.876183259959717,12.140207418328224,2020-01-22
22,26.11840633414727,18.203287636264328,23.00807752937908,18.302771701546227,19.82329948167807,24.064638079943485,16.218294303653956,19.974109634606105,18.735469059990297,17.38996438297213,11.854259605314446,12.745056257599007,15.98913866849878,18.222666045960942,14.424025119109702,16.667838841459396,12.699827095753243,14.69182194036973,13.280962944848357,16.30593638069683,12.93296302414618,2020-01-23
23,23.3762772269543,20.486948929034664,22.840758269462324,18.01563391665713,16.979909563318046,23.34667397336545,17.54372717043914,23.21974107250548,19.00504415437865,16.029215362679455,17.11291068824282,19.636413793905973,14.71176647563875,16.356352221545006,13.722814927915673,16.567864690495522,16.543164732581417,15.083828712756418,13.456205217815253,18.016639206195244,14.531251769229282,2020-01-24
24,23.69481168844511,16.18544862853329,21.233440325439428,17.19022440879107,17.4269309290053,21.174046154499415,14.516999516648752,22.61942093502434,17.6571686824369,14.493237859767303,14.535708990398414,15.109351671912988,15.3714280335131,12.795096646845362,11.426351222179237,18.242657291895952,13.755287951123197,16.457278702064947,15.072916655631868,15.116818693904289,13.969956857888786,2020-01-25
25,26.280050922685444,21.512118374296243,23.6257190841224,17.61216801185133,18.77978711306884,19.604650893899425,18.3040651658623,18.353151969604895,15.500567927330103,17.888797679217397,15.542512815846184,14.850017156160702,17.34737356560336,15.9118568961524,12.909061217652413,18.848681280698557,15.95585824548592,18.606022265865942,13.807544261047621,13.82192666500794,12.325818188973,2020-01-26
26,24.393873409543627,13.741138279459841,22.972901952346565,18.220142810303223,20.372034501716247,20.020971480360064,18.427154425987876,20.798679111839608,17.252806040854377,16.745875996629223,15.605609384505541,15.06671507504413,15.504252908452127,15.770260135566195,18.304791972040572,17.286249530806767,12.98825450174968,13.464371787237186,13.949568686184774,16.57431962476956,12.613837704578357,2020-01-27
27,23.800529920265053,20.39344102532057,23.728038000342927,17.81030880629908,17.988900934790976,23.526873248211146,19.100785075061044,22.10811791944475,17.92674377682525,18.38451987118548,13.088211912092316,16.742427093169344,15.035370924849415,17.674419804446735,12.678351544930402,14.2340322167498,15.28548308522995,15.16850666167368,16.299851589199733,14.704844110363572,13.103168391930554,2020-01-28
28,19.798926914352556,18.72833068844231,27.684147606152656,17.06515504219572,16.425978915323274,21.245804302043016,15.098276609041351,19.841460117604548,18.331106418407774,15.96098625054894,15.124051556751047,17.263521765312575,14.916783944725136,14.186937808581286,14.616266541944341,15.575053994530377,12.548859056051125,15.669761966346778,16.100182500556556,15.331306634676308,14.372298676959382,2020-01-29
29,22.28928712040377,22.15662568683212,21.445585398382413,17.40867948879697,17.896341737548692,20.75878563214635,18.532417619097256,19.89062232628423,16.309293210495152,16.534233995224362,16.17978297248584,15.688177691302458,17.574071046795023,16.34515417751072,13.754817551459327,16.750671924454387,13.335582883530558,14.494422599080657,14.633344918670588,15.31694270480508,14.0617586188872,2020-01-30
30,24.258164517075528,20.106218376688958,22.901659021188955,18.74125844294588,18.925489009700136,26.443175814720483,17.116969728891558,19.43337402278908,18.870256607184473,14.107160608471798,17.434841573132875,17.04442058218721,13.023944292802604,15.92986857281759,15.637918927550526,15.55319909822819,16.3180285984522,13.339686343848646,15.392527368566308,15.014613031437369,13.83270933192168,2020-01-31
31,23.839156657785963,20.4515067389674,24.122750326958883,18.14173046920189,16.778608410880285,22.899070126435557,20.32193743152,18.161013725720508,19.678981890349522,15.80352283388218,13.794507928892806,15.402482985445323,17.189110942659678,15.056673035855983,13.41653152261466,17.610534144847268,16.377986796858398,14.76594364189124,15.564366161258597,12.645030046767435,14.170099495303184,2020-02-01
32,24.41699311352022,19.592106075485745,22.925119233617583,17.87020667268907,18.784232746197407,20.441352612137624,16.619269342557324,16.896501759160188,18.1963188712136,13.848748362643896,13.844109967612582,15.375517549671306,17.145534948814138,16.856438151600223,12.16847627929649,17.567626667356713,15.572934578712761,15.42560585429077,12.956304893329762,13.906975673989168,14.097289958771979,2020-02-02
33,23.749092952883974,20.05761165700996,24.573206424516563,16.589848738998555,16.753252349388994,18.053274489564885,17.266371244152452,18.230328470591044,16.84844339927185,16.248090539061185,12.732784983361267,16.395933685672073,15.982879823956441,15.839722382108322,13.56812288131007,14.70305811885327,15.769476708540278,14.841695449448645,15.078781440639876,15.215563351404205,13.413933346546141,2020-02-03
34,23.02616648863923,19.003617859239796,22.19636433742348,21.718607886172997,15.452711351489922,20.78529093256712,16.157497522502396,20.969869849358144,18.46589396560195,12.998120727823576,16.300576966185346,16.271424467688373,15.180558360623731,17.079310676897222,13.60486864334597,15.796185868510877,17.63213212020032,16.433840418059223,12.479737586302436,15.933922469108794,13.26506627925698,2020-02-04
35,25.06179307647867,21.808755527181965,25.100319861763786,17.73672136399527,17.44316101263902,19.531672470424287,17.714736717028675,20.273262191361017,13.209179625029131,17.15611228582673,13.340785136723508,16.609890593974967,16.747074371228855,15.470632809589556,16.548651047455667,15.738524451300375,16.87174816199534,14.670888567533666,14.42664016036587,14.618909817286918,11.185378894288517,2020-02-05
36,23.846725563592976,20.632142102981863,27.592474466331893,18.72971919019963,18.05549099072514,20.798528498377504,18.087372545525035,18.589765252747426,23.048670570203893,14.076878705401413,13.697798316684798,17.366184522833347,16.454280126846434,15.092196800486082,12.977529778846321,15.858867579353518,17.382855302853624,17.520100119743507,14.13792544465756,14.734357686767025,14.99841679476913,2020-02-06
37,20.433269920059747,17.483616717483805,22.398852024816552,15.652305731808706,14.56091700160351,22.550629856116995,16.045986248513472,17.968129648569196,18.331106418407774,17.195060449669434,14.130734410555096,16.222651903322273,18.60123811550038,16.834392496155186,13.031724426176805,17.683651816921486,16.943033075382527,17.885804018915525,13.891134848951411,14.477577491501782,12.411006654188318,2020-02-07
38,21.148493104914557,19.95988895159729,27.444581028234282,16.690321240762202,17.032485224422686,18.465398947094137,14.750454650675437,16.226498163829433,17.6571686824369,15.711592213156765,15.783903362204848,17.45186439515179,16.095877482158222,14.937775732037206,14.451511618331162,15.958523760215598,14.740818894717531,15.802668283011046,11.663341010643844,13.714240225044234,10.448024777613574,2020-02-08
39,22.847384142471046,17.730154519028126,25.41492743057578,17.84534966718713,16.046249616443994,21.764411425290422,20.14043400790055,17.854046722621007,18.331106418407774,15.135069072192232,16.352939426664005,15.81277226032104,18.182682543217226,17.14952146524276,15.58878794013237,14.71148400740843,16.956503280814946,15.890809026673312,13.655987157271118,14.669710471019336,14.725490249815905,2020-02-09
40,21.989906679394426,19.59263325084917,22.477315931402533,20.621623556707636,19.204859371181556,19.669533634884722,19.523229460671686,20.747079500548004,16.309293210495152,14.747549378105928,17.907560686597645,16.35761163295998,16.490219265447585,15.62385221359944,14.350348055680344,15.376527469198717,17.478837212068996,15.706789574138593,13.60865070952407,13.81346328474578,15.709508602655678,2020-02-10
41,21.49664155833675,21.182439969739846,19.777770806279026,21.380514150947842,17.576797554509234,16.948837112355022,16.08763001646734,19.841354875358423,18.061531324019423,12.632849479971572,15.54119298158357,13.610005849916108,16.394683138215665,12.996762554883906,17.90468048846546,16.818353509141193,15.516735958050862,14.505287254873858,16.32680252513725,13.278729581715027,11.369596053409134,2020-02-11
